FLOPS,500,1500,2500,3500,4500
O0,407.04 ,351.57,288.39,222.68, 211.56
O1,1334.37, 741.68 ,677.39,521.77, 547.06
O2,1663.37,865.42,721.11, 666.45,645.96
O3,1825.54,992.99,737.91,502.74,644.37
Ofast,1799.68,916.31,568.14,669.80,670.07
xhost,1695.02,986.06, 715.41,658.47,680.44
initial,426.535,303.406,231.540,251.755,215.306
